lieu,latitude,longitude
Thé Bii,"14,7231892","-17,4595064"
Carré d'Or Immobilier,"14,7117003","-17,4684255"
Express Car Wash Senegal,"14,7162021","-17,4770438"
"GMM-IMMOBILIER, Immeuble C (Madawass)","14,7567328","-17,4651129"
Complexe Horizon Sarl,"14,7571265","-17,2365645"
Bams Consulting & Services,"14,7316933","-17,4598914"
Docteur Philonilla THIAM UWAMARIYA - Freedocteur,"14,6644199","-17,4366109"
Terrain Liberté 4,"14,719722","-17,4592736"
Atlantic Bank Thiaroye,"14,7453697","-17,3781549"
Cappuccine Restaurant,"14,7285449","-17,4666341"
Star Couture,"14,7529272","-17,4498408"
Ndiouga,"14,7731137","-17,4161864"
City Boys,"14,6722075","-17,4433727"
Am's Shop,"14,6754002","-17,4506212"
ENC exchange,"14,7340629","-17,4270377"
CGF Bourse,"14,7031421","-17,4736367"
Fast Food Machala,"14,7434373","-17,419012"
Sene et Freres,"14,7121657","-17,4572169"
Gendarmerie Nationale De Rufisque,"14,7145559","-17,2710937"
Lifestyle Fitness,"14,760246","-17,460223"
Missirah,"14,6958111","-17,2250243"
MAC Cosmetics,"14,6932785","-17,4744643"
Terrain coopératif,"14,7686878","-17,1983158"
Madiama Shop,"14,6852148","-17,4480666"
LEONA éLECTRONIQUE,"14,7367197","-17,4582595"
Salle Dia,"14,7249629","-17,4514192"
LA RUFISQUOISE DE DISTRIBUTION,"14,7442361","-17,2760887"
BICHRI CAFé,"14,683597","-17,460849"
CURI - Centre universitaire de Recherche et de Formation aux technologies de l'Internet,"14,6818417","-17,4648456"
PRODAVI SN,"14,7095147","-17,4739713"
Carmen Couture Tailleur,"14,7716587","-17,4046769"
Jabba,"14,7335162","-17,2632335"
Mosquee Sacre-Coeur,"14,7136391","-17,4620942"
COFEB,"14,6691129","-17,4261121"
Sport Access Senegal,"14,7614861","-17,4537619"
Station MKA Excellence Tally Diallo,"14,7647516","-17,3701552"
Bergerie Mamour Ndary,"14,7349173","-17,3233573"
E2C - Cabinet d'audit et d'expertise comptable au Sénégal,"14,7095625","-17,4664662"
Chez feu Assane GUISSE,"14,7296487","-17,3177559"
6c no filter,"14,7624034","-17,4319234"
DaVinci Restaurant Lounge Bar,"14,7481818","-17,2857542"
Groupe Scolaire Ades,"14,7780144","-17,3782756"
Flow Fashion Shop,"14,7547661","-17,3943663"
Immeuble ANTA,"14,7451252","-17,4685416"
Mosquée du Port,"14,6715703","-17,4262375"
Car Mouride Bus Stop,"14,681664","-17,4405013"
Luxe Esthétique coiffure Complexe (L-E-C),"14,7244472","-17,3088994"
Chez nene,"14,760986","-17,3891962"
Guin-Si-Gal Coiffure,"14,7444335","-17,460598"
LEMA SCHOOL,"14,7360923","-17,4625034"
Chez Nénette,"14,7045152","-17,4710693"
Global Immo Services,"14,7530372","-17,3923973"
Arrêt5,"14,7393464","-17,4633377"
Alimentation Generale Le Paraclet,"14,6762736","-17,4466571"
Salon De Coiffure,"14,7615632","-17,4803172"
Café xalei,"14,7806699","-17,3846983"
Ndindy Couture,"14,7572963","-17,3449081"
Fast Food Local Bi,"14,7846766","-17,3723872"
Keur balla dieng,"14,7665448","-17,411586"
Case Des Tous Petits,"14,7424315","-17,3849466"
Restaurant Kounoune Terminus 72,"14,7632413","-17,2600919"
Dibiterie Haoussa,"14,7410503","-17,288752"
NatResto,"14,7282371","-17,4637952"
Power Consulting Group,"14,7700878","-17,4137413"
ADF GENERAL SERVICES,"14,757088","-17,4699612"
Sajda,"14,735696","-17,2993271"
CoinAfrique Office,"14,6972103","-17,4642512"
Dialibah - Couture,"14,7432216","-17,2924547"
Paroisse Saint Joseph,"14,6864309","-17,4559343"
Recrutement DECATHLON,"14,6891704","-17,4375728"
UNESCO,"14,7497125","-17,5096151"
Village Fesman,"14,7531924","-17,4998533"
Institut Islamique Housnoul Ma' Ab,"14,7550044","-17,4327553"
Liam Gallagher land,"14,7040346","-17,472522"
Leye Couture,"14,7814907","-17,3741224"
Rassoul tech,"14,7816862","-17,3898027"
Marina Coiffure,"14,7694193","-17,3091062"
rokhy shoes,"14,7132478","-17,2776825"
Precious gift by MKN,"14,727567","-17,436747"
GARAGE ITALIA,"14,832569","-17,2317396"
Tysta Boutique,"14,7282307","-17,4919433"
Marie Gueye Couture,"14,7166899","-17,4680367"
TRANSPORTS IBRAHIMA SAKHO TIS,"14,7461677","-17,3693066"
Cabinet Dr Ndèye Fatou Diallo Touré Pédiatrie Polyclinique Cheikh El Hadji Malick Sy,"14,7168376","-17,4565186"
Bergerie Mbataar,"14,7744747","-17,3935629"
Botschaft,"14,7092949","-17,4833084"
CPC Senegal African Development Foundation,"14,7149125","-17,4647969"
Galuchat,"14,6956768","-17,4732864"
Dynamic Group,"14,7301108","-17,4722773"
KEUR KHADIM ALL BUSINESS,"14,678683","-17,4569069"
BODY MEDICAL REPAIR,"14,7184557","-17,4691247"
Dazzling Ladies By MOMO,"14,752733","-17,4582923"
Souadou Couture,"14,7134475","-17,4603648"
The Fighting Club Dakar,"14,7523991","-17,4957882"
Allo Trade Services,"14,7571767","-17,4271391"
Gallé Saliou S.,"14,7855102","-17,2210566"
海产品干货,"14,6893855","-17,4466927"
Restaurant El-Hadji-Bassirou Ndao,"14,7523692","-17,3996204"
SELOV,"14,7408568","-17,4721624"
Général chicken,"14,7549837","-17,4494911"
LOLIFORCE,"14,7442916","-17,4554012"
Les 4 Mamelles,"14,729829","-17,4947465"
LYCEE LIMAMOULAYE Vovinam Viet Vo Dao,"14,7771431","-17,3807393"
La Bibliothèque SN,"14,7218654","-17,4632658"
SENTAAR,"14,7108602","-17,4747454"
Boulangerie-Essa,"14,7479341","-17,4081503"
Keur Mame Diarra,"14,6941055","-17,4515067"
Salon Africa Coiffure,"14,688022","-17,4469621"
Thiam Stylste,"14,7764958","-17,3214732"
IPM/Sypaoa,"14,6853639","-17,440798"
Lavage Serigne Fallou,"14,752112","-17,35203"
Diwane Couture,"14,8010485","-17,279075"
Pharmacie Serigne Seck,"14,7502011","-17,3892476"
Le Sandaga | Boutique,"14,6659201","-17,4334916"
Leopold Sedar Senghor French Institute,"14,6682346","-17,435468"
Restaurant Chez-Aby Gueye Sope Naby,"14,7321859","-17,2644152"
GROUPE SCOLAIRE FRANCO-ARABE Néé AÏCHA,"14,7385806","-17,4614321"
Boutique Salon Makeup Keur Yaye Fatou Kiné Fall,"14,7541597","-17,3998692"
AG LUXE,"14,7602046","-17,4834433"
Darou Salan Couture,"14,7628836","-17,3683518"
Cite Arona Tine,"14,742664","-17,4385351"
Restaurant Helene Beugue Fallou,"14,7479662","-17,4659434"
Mosquée club Sportif nord Foire,"14,7523735","-17,462209"
Serigne Fallou Couture Chez Idy,"14,728984","-17,31848"
MAPAUTO location de voitures et VTC Dakar,"14,7142275","-17,4729841"
Office services média,"14,760052","-17,433206"
Terrain Ningala,"14,7621157","-17,4187035"
mo tel z folder,"14,6740724","-17,4368542"
Ecole-Franco-Arabe Daroul Irchade,"14,7407368","-17,3233289"
Schlumberger One Subsea Base,"14,7029977","-17,4364623"
Mou pro ent.sn,"14,7670455","-17,3006952"
Restaurant Serigne Fallou,"14,709624","-17,4563482"
FUMOA-COFISAC,"14,7016398","-17,4368121"
School Group Les Futurs Leaders,"14,730842","-17,2619663"
Hanaan,"14,7521801","-17,4407992"
Liberte 6 Extension,"14,730469","-17,471937"
SILCAR SA,"14,7104952","-17,4681505"
Juma Fashion,"14,716817","-17,4765885"
Agence Wave Daroul Khairy,"14,6870453","-17,4466628"
LANAC ( Laboratoire National d'analyses et de Contrôle,"14,6687946","-17,4307847"
Villa kawsara,"14,733297","-17,4967256"
Kesso Transit,"14,6785454","-17,4384675"
SOS DISTRIBUTION ET éQUIPEMENT SARL,"14,7385614","-17,3541724"
Djily Couture Créatíon Símple,"14,768719","-17,2959683"
GOAT Dakar,"14,7341284","-17,5087731"
Soshop,"14,7593055","-17,480222"
LéA'S FOOD,"14,7374154","-17,5091347"
Kipp fenkone,"14,6984847","-17,2282225"
DakarBio Store,"14,7554967","-17,4447196"
KEUR MALE POLIC,"14,7809257","-17,3954518"
Chez Mareme,"14,7276872","-17,4996605"
FAS-CONSULTING,"14,7220739","-17,4516763"
Les Canaillous,"14,7407004","-17,4303862"
Youssouph Niang,"14,7748597","-17,3943718"
"Villa N°308, Sicap Mbao","14,7506507","-17,3528637"
Deurbeu,"14,7458049","-17,4542157"
BELEL BOUTIQUE OUEST FOIRE,"14,7469974","-17,4677437"
ONG PATH,"14,6900959","-17,469766"
Wax & Beyond,"14,7338449","-17,4955631"
DnDsas,"14,7182016","-17,4642665"
univers cell,"14,7579825","-17,4475819"
Ndoucoumane Tissus,"14,6931605","-17,4440181"
Home Lib 6 Extension,"14,7271062","-17,4648902"
Institute Al Azhar,"14,727921","-17,2786376"
Chez seydou sow,"14,7688969","-17,3817354"
Niokobokk Surf Hotel,"14,7488635","-17,5122034"
AM AUTO,"14,737532","-17,4656011"
Cabinet immobilier et de Conseil juridique,"14,7701318","-17,2551955"
Regidence Mame Alassane Fall,"14,6893843","-17,4502549"
Quincaillerie Sope-Naby,"14,6204796","-17,1589388"
Couro Prod,"14,7506599","-17,4919322"
Salon De Coiffure Amina,"14,7419123","-17,4138876"
Suukabê Baby Store,"14,7370094","-17,4349151"
Sope Yayam Coiffure,"14,7571849","-17,4458837"
Cem Zac Mbao 3e Tranche,"14,7494859","-17,2975227"
Dakar,"14,7066259","-17,4523024"
Ya' Diva Fashion Boutique,"14,7618375","-17,4562092"
Alimentation Generale Chez Auguste,"14,7779111","-17,3390486"
Cabinet paramédical Rassoul,"14,7990098","-17,3371564"
Cdeps Dakar,"14,712152","-17,4724058"
Pix,"14,6893093","-17,4480316"
Khadim Ndiaye,"14,6722362","-17,4391332"
S,"14,7195352","-17,4915677"
Paradase beach ️,"14,674945","-17,4692198"
Superette Le Belel,"14,7248644","-17,2825394"
Serigne Fallou mbacké docteur,"14,7837891","-17,3362517"
Agence AXA Assurance Immo Ngor,"14,7475363","-17,5086578"
Khidma couture k2C,"14,7625956","-17,3882951"
Le Restaurant Du Port,"14,67267","-17,4284297"
YOUSSOU NDIAYE,"14,7333129","-17,3338839"
SARRENNE 2023 Ouakam,"14,7224153","-17,4901194"
Kyra Makeup,"14,684328","-17,4465046"
Siège Daara Foulkou Mash'oun Yeumbeul route de boune,"14,768622","-17,3453642"
Groupement SETICO/CINTECH/GETINSA,"14,7309507","-17,4729154"
I-Solutions Sarl,"14,7258093","-17,4661498"
Boutique Prêt à Porter,"14,7610464","-17,3939257"
Pub de Genie PDG Groupe Mbacké Communication,"14,7269966","-17,4526172"
Ya Awa Shop,"14,725207","-17,4882412"
LE TUBE,"14,6619476","-17,4361467"
NEW YORK YANKEES,"14,7598022","-17,4647801"
Auberge mbao bravo delta,"14,7436117","-17,3279744"
Force Fight Taekwondo Club,"14,7228338","-17,2589115"
Diarra ndiaye,"14,7352911","-17,4243238"
Cefas Campus 1,"14,7515561","-17,4554491"
J'adore Onglerie Vip Chez Ameth,"14,7541738","-17,4624214"
Plaisirs sucrés salés,"14,7239374","-17,4474819"
SEEE SééGAL SA,"14,699996","-17,4604174"
FBNBank Senegal,"14,7427335","-17,511296"
NABYSHIPPING,"14,7555114","-17,4568876"
Baye Niass Univers coiffure,"14,6939991","-17,4509873"
ETOUNATURE,"14,7236756","-17,4595131"
Multiservice Dia & DIA,"14,7347933","-17,4243566"
Pallet Design Dakar,"14,7353945","-17,4134026"
Boutique Sope Naby,"14,7430464","-17,4229824"
ASSOCIATION SENEGAL ENTRAIDE - ASSOCIATION SENEGAL MUTUAL HELP,"14,7165764","-17,4312483"
Arômes 3 Lions,"14,7355795","-17,4214672"
Siege Habatou Saouda,"14,7535549","-17,4568403"
Fotall services Pikine,"14,7470615","-17,4093796"
Pharmacie De La Patrie,"14,7619092","-17,3860205"
Galaxy Multiservices,"14,774312","-17,2662564"
Talibe Cheikh Couture,"14,7721485","-17,4214674"
Villa P. Niang,"14,7382204","-17,3173859"
Bar baobab discret,"14,7004287","-17,4576434"
Fast Food Restaurant,"14,7173996","-17,2582683"
Phare des Mamelles de Dakar,"14,7237994","-17,5018544"
Boucherie Sope Naby,"14,8013747","-17,1864036"
Boutique Mere Aissa,"14,7874631","-17,3234868"
DHL Service Point (TOUBA DAROU MINAM),"14,75651","-17,45627"
Sarr Yaram Salihate(SYS business),"14,7620946","-17,4391891"
Aristote house,"14,7021107","-17,4554538"
Keur yaya ndiangue wolof,"14,803806","-17,238921"
SHOWROOM VIP SHOP %2AE ELECTROMENAGER SAMSUNG BEKO ASTECH SMART TECHNOLOGY HISENSE,"14,7383957","-17,3030736"
Canal Olympia,"14,6808807","-17,4371141"
Présidence du Sénégal,"14,6643315","-17,4327731"
Institut EDGE Sénégal,"14,7388497","-17,5097527"
Complexe Fam Coiffure,"14,7544794","-17,3889675"
Pape,"14,7150988","-17,4672679"
ENTREPRISE INDUSTRIELLE D'AMéAGEMENT,"14,6714824","-17,4344806"
SOGETRAL,"14,7507937","-17,4712323"
Champs De lendeng,"14,7103166","-17,2458442"
modou faye,"14,716677","-17,4676861"
ALTUNTOP SééGAL SHOWROOM,"14,7475111","-17,4092329"
Mosquée,"14,8057183","-17,2799258"
Entre mes jambes,"14,715328","-17,4622734"
Quincaillerie AD 80,"14,6734598","-17,4395531"
Bridge Bank,"14,6697349","-17,4325839"
Chez Hortance cor,"14,8136792","-17,2687903"
Cabinet De Pediatrie Ngor - Dr Ouafae ACHNIN CHEBBI,"14,7490221","-17,5065482"
Pharmacie Serigne Mbaye Sy Mansour,"14,6883064","-17,4475888"
AKWA RESIDENCE,"14,7424587","-17,5176748"
DABDOU CUTURE,"14,7427809","-17,444744"
CIGASS,"14,6862407","-17,4677017"
Quincaillerie El-hadj,"14,8086284","-17,2799065"
Kina Couture Sope Seydina Mouhamed,"14,7845634","-17,3710443"
Khalil House,"14,7421303","-17,3751589"
Cite sir,"14,7472339","-17,2775338"
CENTRE MEDICAL CLEO,"14,7112397","-17,4726956"
Salle de vente,"14,6741098","-17,4369892"
Touba Couture,"14,7563257","-17,4509627"
Caosp,"14,7223189","-17,4470358"
Mosquée daroulbiir,"14,7727373","-17,27209"
Sope Serigne Babacar Sy Ng Nguethiane Couture,"14,7943561","-17,3150668"
Bargny Minam,"14,6794441","-17,2161528"
Gâteaux bananes,"14,7248951","-17,4535607"
Quincaillerie Sope Serigne Saliou,"14,7850093","-17,3041224"
Salle de musculation,"14,6865868","-17,4469758"
Gallé,"14,7954034","-17,3368477"
ETHICA /Propharmed international Sénégal,"14,7297419","-17,4658831"
UMOU INFORMATIQUE,"14,6948247","-17,4585619"
MADAR COOPERATIVE,"14,788686","-17,225467"
Guallé kaw Ndiogou,"14,7286902","-17,4452185"
Prop-Plus Nettoyage Blanchisserie,"14,7571597","-17,4777687"
Zack Mbao rond point Siprès,"14,7387945","-17,2891971"
Sukely Mbao,"14,7291715","-17,3183513"
Rahma Optic Parcelles Assainies U5 en Face Poste Courant Unité 6,"14,7618573","-17,4278543"
Blanchisserie LE BLANC,"14,7267181","-17,4610594"
Boutique dou crazy,"14,7076378","-17,4479294"
Bijouterie Niass & Freres,"14,6683566","-17,434662"
Radio RMD Building Communal,"14,681437","-17,4449319"
Boulevard,"14,6818573","-17,4612159"
Beauty Express,"14,7014822","-17,460025"
Quincaillerie General Ndiaye Et Freres,"14,8266094","-17,2491697"
Casino Plaza,"14,6930849","-17,4746784"
Mareme Baba,"14,7277314","-17,4597377"
Restaurant,"14,7578706","-17,4768403"
La Cabane du Surfeur,"14,7399064","-17,518303"
MoneyGram,"14,74718","-17,524"
Atelier De Couture Lonko,"14,7188979","-17,4571118"
Mosquée,"14,7745995","-17,2735025"
TAKSIM COMPAGNIE,"14,6989841","-17,4566075"
Dibiterie Sope Naby,"14,7406713","-17,3196661"
Boutique Cigarette électronique et Puffs Jetable Dakar,"14,7302223","-17,4930532"
Association Nationale des Sages-Femmes d'Etat du Sénégal (ANSFES),"14,7469197","-17,4449537"
Mosquée Série P sebikotane,"14,737013","-17,1510165"
Simple STUDIO,"14,7117003","-17,4684255"
2HP Immobilier,"14,738715","-17,4342016"
Agroline,"14,7397701","-17,3905498"
Alpha et Tabara Auberge,"14,7036551","-17,4577469"
Agence SEN'EAU Sangalkam,"14,7715887","-17,2271938"
Eden Market,"14,7546321","-17,4880554"
Mamadou Bmw atelier,"14,720402","-17,4373439"
Ndiambour quincaillerie,"14,8254154","-17,2589653"
Sencirk,"14,6974108","-17,4605184"
.,"14,7137561","-17,4469734"
Sup'imax - Higher Institute Arts And Crafts Du Numérique,"14,670098","-17,429538"
TRANSPORT KAB GUEYE,"14,7349135","-17,3159419"
Hamo Téfés,"14,7234735","-17,4550663"
Jit Travailleurs,"14,7144368","-17,2518643"
Les Kirikou Cheikh Ahmadou Bamba,"14,7242063","-17,4546615"
Chez Mouhamed Couture,"14,7394739","-17,4363503"
Pressing Chez Diallo,"14,7404809","-17,4574647"
MC3 Sénégal,"14,6979821","-17,4578765"
Darou Karim Couture,"14,7084554","-17,2619415"
Société Générale des Banques du Senegal,"14,7544028","-17,4678248"
Restaurant Serigne Fallaou,"14,7362387","-17,333465"
Digitale-Power-SN,"14,7581935","-17,3910121"
Four Ibou laye,"14,767304","-17,4092039"
La clef des chateaux,"14,6918105","-17,4334675"
ALLIANCE VET INTERNATIONAL,"14,733117","-17,294253"
Liberté 6,"14,716677","-17,4676861"
Darra Internat Massalikoule Jinaane,"14,7705592","-17,27823"
KAWSARA SHOES,"14,7733053","-17,4192005"
Cabinet Soumaila,"14,7677452","-17,4133818"
Tasty-delices,"14,7110245","-17,465825"
Sarakhoulé-Couture,"14,7813084","-17,3397212"
Seven Design,"14,7215712","-17,4926934"
Chantier Hangars Aprosi,"14,7255948","-17,1912771"
Ministère de la Justice,"14,6647132","-17,4383056"
pikin,"14,7954088","-17,3653195"
Touba Jembe Arts,"14,7079774","-17,480613"
Fifi Fashion Style,"14,7763659","-17,3535091"
TANDARMA LUXURY DATES,"14,740338","-17,5145954"
African Barbershop,"14,750145","-17,469696"
Bergerie moultazam,"14,7456431","-17,3896213"
Restaurant-Wolouwoté 2,"14,7787955","-17,3606205"
Central Electric Cap des Biches C4,"14,7196231","-17,2995615"
TIENS DSCOM,"14,7267537","-17,4713168"
I-B Collection,"14,6985074","-17,4432838"
Ibrahima GUEYE,"14,7509174","-17,4374326"
Glow House by Diarra,"14,7438358","-17,4672207"
JokkoServices,"14,6773835","-17,4514007"
credit agricole (CNCAS) de Bargny,"14,6981656","-17,2267905"
Wakeur Serigne Fallou Cosmetiques Divers,"14,7888424","-17,2876246"
Kër dakar,"14,7228367","-17,4425467"
Fany,"14,7116986","-17,2696339"
Plage Apix,"14,8272793","-17,2935413"
Le Domaine Dafl,"14,6699749","-17,4360313"
GSM GALAXIE,"14,744868","-17,4696297"
Sen  Ghor  Restaurant,"14,7760531","-17,226032"
Ancien palais de Justice,"14,6529597","-17,4335848"
Groupe Scolaire Privé Kassanga,"14,7989367","-17,2806685"
FAFS Nationale,"14,7216641","-17,4706232"
Raccourci Service,"14,7071382","-17,4731686"
Parcours Kala,"14,7170677","-17,2953064"
Darou Salam Sambe,"14,7559869","-17,2591336"
GD BRT,"14,7055449","-17,4583771"
Minane hlm,"14,708023","-17,4450459"
Union départementale de Dakar,"14,7384648","-17,4552805"
établissement DIOP COOPE,"14,7744559","-17,3942862"
Association Karaté,"14,7639792","-17,2301239"
E2I,"14,7378587","-17,3422994"
Mosquée,"14,7626676","-17,3000914"
Mosque,"14,6656872","-17,3989051"
Proxim'Assur,"14,7130111","-17,4671386"
Quincaillerie Diop Freres,"14,7312537","-17,3210538"
Le Club 700 (Afrique),"14,7223625","-17,4675539"
SUDA MATERIAUX,"14,7511541","-17,4391067"
GIMS AUTOMOBILE,"14,747904","-17,3251583"
Dental Elite,"14,7385649","-17,4357578"
Crédit Mutuel du Sénégal,"14,7101298","-17,453356"
IMAR,"14,7273277","-17,4714576"
"CLINIQUE YAKAR (Pédiatrie, Chirurgie Pédi","14,7425095","-17,4597859"
Casino du Cap Vert,"14,751058","-17,502718"
Imtech,"14,7204485","-17,4484427"
O3S - Oil Senegal Support Services,"14,7379372","-17,5140167"
SOSENAP,"14,7225514","-17,1965756"
Institut Biblique et Théologique Sénégalais,"14,7719831","-17,3166229"
Bah,"14,6884642","-17,4516871"
Course Secondary Gaïndé,"14,7791579","-17,3620583"
T. Q. G. F Quincaillerie Generale,"14,7054281","-17,4582521"
Salon Sabdou Creation Coiffure,"14,7606","-17,3461999"
EFS RUFISQUE,"14,7592033","-17,2757683"
Quincaillerie Mbao Concorde,"14,7522873","-17,3092231"
Somafid,"14,7772685","-17,3063042"
milad,"14,7522732","-17,3389231"
Aire de repos de Thiaroye,"14,752555","-17,3703483"
Khelcom electronique,"14,7592147","-17,4742108"
Symosy boutique vdn Mermoz Dakar,"14,7037979","-17,4702478"
DGPPE,"14,6677547","-17,4332415"
Asprodeb-AGEP,"14,7432375","-17,4609445"
CMI,"14,8541165","-17,1802584"
LES GOURMANDISES DE OURNDOU,"14,7514277","-17,3950972"
Samanou Elégance,"14,7274664","-17,471476"
Médecin Tradipraticien ( Solution à vos maladies ),"14,7601246","-17,4240735"
Afphor Keur Massar,"14,7647784","-17,3055833"
"Faculté de Médecine, de Pharmacie et d’Odonto-Stomatologie","14,6867861","-17,4668904"
Pape  LACCASSA ,"14,7198663","-17,4905002"
Architecture et modélisation 3D,"14,7354409","-17,4248089"
SYNERGIES AFRIQUE,"14,6691698","-17,4288805"
Môle 1 du port autonome de Dakar,"14,6721103","-17,4250692"
Metro online,"14,812062","-17,2782406"
Restaurant Le Diannisto,"14,7328305","-17,2771245"
Mosquée,"14,800928","-17,2722479"
Jah Oil,"14,702132","-17,2105939"
